NatEmis,Province,name
200400336,EC,KUTLOANONG SENIOR PRIMARY SCHOOL
200200330,EC,KUYASA COMBINED SCHOOL
200300190,EC,KUYASA JUNIOR PRIMARY SCHOOL
200300191,EC,KUYASA JUNIOR SECONDARY SCHOOL (COFIMVABA)
200601034,EC,KUYASA JUNIOR SECONDARY SCHOOL (MTHATHA)
200300192,EC,KUYASA SENIOR PRIMARY SCHOOL (BUTTERWORTH)
200600351,EC,KUYASA SENIOR PRIMARY SCHOOL (NQAMAKWE)
200300193,EC,KUYASA SENIOR PRIMARY SCHOOL (MOUNT FRERE)
200300194,EC,KUYASA SENIOR SECONDARY SCHOOL (KING WILLIAMS TOWN)
200200331,EC,KUYASA SENIOR SECONDARY SCHOOL (MOUNT FLETCHER)
200200333,EC,KUYGA PUBLIC PRIMARY SCHOOL
200200332,EC,KWAAIMAN JUNIOR SECONDARY SCHOOL
200500371,EC,KWABABA PJS SCHOOL
200100419,EC,kwaBHOLA PUBLIC SCHOOL
200401312,EC,KWABO PRIMARY SCHOOL
200300195,EC,KWADICK JUNIOR SECONDARY SCHOOL
200400337,EC,KWADIKO JUNIOR SECONDARY SCHOOL
200300196,EC,KwaDLISO SECONDARY SCHOOL
200300197,EC,kwaFORD PUBLIC PRIMARY SCHOOL
200500372,EC,KWAGCINA JUNIOR SECONDARY SCHOOL
200200334,EC,KWAGORA JUNIOR PRIMARY SCHOOL
200400338,EC,KWAGUQA SENIOR PRIMARY SCHOOL
200100986,EC,KWAKOMANI SENIOR SCHOOL
200400339,EC,KWAM JUNIOR SECONDARY SCHOOL
200600354,EC,KWAMAGXAKI SENIOR SCHOOL
200200335,EC,KWAMATAMBO SENIOR PRIMARY SCHOOL
200600355,EC,KWAMBENYA SENIOR PRIMARY SCHOOL
200500374,EC,KWAMHALA PRIMARY SCHOOL
200500375,EC,KWAMHLONTLO SENIOR SECONDARY SCHOOL
200200336,EC,KWAMLINDAZWE SENIOR PRIMARY SCHOOL
200100422,EC,KWAMSIKWA JUNIOR SECONDARY SCHOOL
200600352,EC,KWANDELA JUNIOR SECONDARY SCHOOL
200401298,EC,KWANDULWAZI PUBLIC PRIMARY SCHOOL
200500376,EC,KWANDUMISO SENIOR PRIMARY SCHOOL
200601065,EC,KWANGXABANE JUNIOR SECONDARY SCHOOL
200400340,EC,KWANIKWE JUNIOR SECONDARY SCHOOL
200100927,EC,KWANOBUHLE SENIOR SECONDARY SCHOOL
200500373,EC,kwaNOMPUMELELO JUNIOR SECONDARY SCHOOL
200500377,EC,KWANONDUDUMO SENIOR PRIMARY SCHOOL
200100424,EC,KWANOXOLO PRIMARY SCHOOL
200600353,EC,KWANTABANKULU SENIOR PRIMARY SCHOOL
200500378,EC,KWANTIKA SENIOR PRIMARY SCHOOL
200500379,EC,KWANTOZONKE SENIOR SECONDARY SCHOOL
200500380,EC,KWANTSHUNQE JUNIOR SECONDARY SCHOOL
200200338,EC,KWA-PAYNE JUNIOR PRIMARY SCHOOL
200500381,EC,KWAQAKA PRIMARY SCHOOL
200400341,EC,KWAQONDA SENIOR PRIMARY SCHOOL
200500382,EC,KWARHOLE SENIOR PRIMARY SCHOOL
200401300,EC,KWASA ENGLISH MEDIUM SCHOOL
200500384,EC,KWASA PRIMARY SCHOOL
200500385,EC,KwaSHUSHU SENIOR SECONDARY SCHOOL
200100425,EC,KWATAYI JUNIOR SECONDARY SCHOOL
200400342,EC,KWAVELILE JUNIOR SECONDARY SCHOOL
200500386,EC,KWAZAKHELE HIGH SCHOOL
200300198,EC,KWAZIZAMELE JUNIOR SECONDARY SCHOOL
200401336,EC,KWAZWENI SENIOR PRIMARY SCHOOL
200400343,EC,KWEBULANA JUNIOR SECONDARY SCHOOL
200100426,EC,KWELEGHA PUBLIC COMBINED SCHOOL
200500387,EC,KWELERANA PRIMARY SCHOOL SCHOOL
200501598,EC,KWENXURA SENIOR PRIMARY SCHOOL
200300876,EC,KWENXURA SENIOR SECONDARY SCHOOL
200200339,EC,KWEZANA LHP SCHOOL
200500213,EC,KWEZI JUNIOR SECONDARY SCHOOL (NQAMAKWE)
200300199,EC,KWEZI JUNIOR SECONDARY SCHOOL (PORT ST JOHNS)
200500388,EC,KWEZI JUNIOR SECONDARY SCHOOL (CALA)
200100427,EC,KWEZILENTABA SENIOR SECONDARY SCHOOL
200500389,EC,KWEZILETHU JUNIOR PRIMARY SCHOOL
200500390,EC,KWINANA LHP SCHOOL
200300200,EC,L.F. MAY LHP SCHOOL
200200340,EC,L.JENTILE SENIOR SECONDARY SCHOOL
200400344,EC,L.M. SILINGELA JUNIOR PRIMARY SCHOOL
200400345,EC,L.M.MALGAS SENIOR SECONDARY SCHOOL
200200342,EC,L.M.YAKO JUNIOR PRIMARY SCHOOL
200200343,EC,LA TROBE (MOR) PRIMARY SCHOOL
200300201,EC,LABRY PRIMARY SCHOOL
200400346,EC,LADUMIZULU JUNIOR PRIMARY SCHOOL
200600357,EC,LADY FRERE JUNIOR SECONDARY SCHOOL
200200345,EC,LADY GREY ARTS ACADEMY
200400347,EC,LAER VOLKSKOOL GRAAFF REINET
200600358,EC,PRIMARY SCHOOL ALBERTYN
200200515,EC,PRIMARY SCHOOL BURGERSDORP (BURGERSDORP)
200600359,EC,PRIMARY SCHOOL EXCELSIOR
200600360,EC,PRIMARY SCHOOL GILL
200300202,EC,PRIMARY SCHOOL GRENS
200200347,EC,PRIMARY SCHOOL INNES
200100428,EC,PRIMARY SCHOOL KUSWAG
200400348,EC,PRIMARY SCHOOL NAHOON
200400349,EC,PRIMARY SCHOOL NANAGA
200600361,EC,PRIMARY SCHOOL SETLAARSPARK
200600985,EC,PRIMARY SCHOOL SOMERSET'S GIFT
200100429,EC,PRIMARY SCHOOL UNIE PRIMARY SCHOOL
200100430,EC,PRIMARY SCHOOL VISRIVIER
200600983,EC,PRIMARY SCHOOL WILLOWMORE
200100431,EC,LA-GRANGE SENIOR SECONDARY SCHOOL
200100251,EC,LAHLANGUBO JUNIOR SECONDARY SCHOOL
200200004,EC,LALATSHE JUNIOR PRIMARY SCHOOL
200100436,EC,LALENI JUNIOR PRIMARY SCHOOL
200200349,EC,LALENI JUNIOR SECONDARY SCHOOL
200200350,EC,LAMANI LHP SCHOOL
200601190,EC,LAMANI PUBLIC PRIMARY SHOOL
200100440,EC,LAMBATA JUNIOR SECONDARY SCHOOL
200100714,EC,LAMEKA JUNIOR SECONDARY SCHOOL
200600363,EC,LAMPLIGHT CHILDREN MINISTRIES PRIMARY SCHOOL
200100442,EC,LAMPLOUGH JUNIOR SECONDARY SCHOOL
200100856,EC,LAMPLOUGH SENIOR SECONDARY SCHOOL
200501091,EC,LAMPTA SENIOR PRIMARY SCHOOL
200601079,EC,LAMYENI PRIMARY SCHOOL
200500392,EC,LANDSEND JUNIOR SECONDARY SCHOOL
200500393,EC,LANGA JUNIOR SECONDARY SCHOOL
200400350,EC,LANGA SENIOR SECONDARY SCHOOL
200200351,EC,LANGALAKHE JUNIOR SECONDARY SCHOOL
200100444,EC,LANGALETHU JUNIOR SECONDARY SCHOOL (BUTTERWORTH)
200300203,EC,LANGALETHU JUNIOR SECONDARY SCHOOL (PORT EDWARD)
200500394,EC,LANGALETHU SENIOR SECONDARY SCHOOL
200600299,EC,LANGALIVELILE LHP SCHOOL
200600364,EC,LANGELIHLE JUNIOR SECONDARY SCHOOL
200300782,EC,LANGELITSHA SENIOR PRIMARY SCHOOL
200300204,EC,LANGENI SENIOR PRIMARY SCHOOL
200100445,EC,LAPETUKA SENIOR PRIMARY SCHOOL
200400351,EC,LAPHUMIKWEZI SENIOR PRIMARY SCHOOL
200300205,EC,LAPHUMILANGA JUNIOR PRIMARY SCHOOL
200500395,EC,LAPHUMILANGA JUNIOR SECONDARY SCHOOL
200400352,EC,LAPUMILANGA JUNIOR PRIMARY SCHOOL
200300206,EC,LAVELILANGA SENIOR SECONDARY SCHOOL
200500411,EC,LAWSON BROWN HIGH SCHOOL
200300207,EC,LAZA MAKHAKA JUNIOR SECONDARY SCHOOL
200200353,EC,LEHANA SENIOR SECONDARY SCHOOL
200401242,EC,LEHANA'S PASS JUNIOR SECONDARY SCHOOL
200200354,EC,LEHMANS DRIFT SENIOR PRIMARY SCHOOL
200400353,EC,LEKHAHLA JUNIOR SECONDARY SCHOOL
200400354,EC,LEKHALONG JUNIOR SECONDARY SCHOOL
200400355,EC,LEKOENTLANENG PRIMARY SCHOOL
200600365,EC,LENCANE JUNIOR SECONDARY SCHOOL
200300208,EC,LENDEK FARM SCHOOL
200501432,EC,LENGENI JUNIOR SECONDARY SCHOOL
200600886,EC,LENGOPENG SENIOR PRIMARY SCHOOL
200100449,EC,LENKOE JUNIOR PRIMARY SCHOOL
200300209,EC,LENYE LHP SCHOOL
200501358,EC,LEPHEANA SENIOR PRIMARY SCHOOL
200500396,EC,LEPPAN JUNIOR SECONDARY SCHOOL
200600367,EC,LERATO SENIOR PRIMARY SCHOOL
200500397,EC,LESEDI LHP SCHOOL
200500398,EC,LESFONTEIN PRIMARY SCHOOL
200500399,EC,LESLIE JUNIOR SECONDARY SCHOOL
200300210,EC,LESLIE NKALA SENIOR SECONDARY SCHOOL
200200356,EC,LESSEYTON PRIMARY SCHOOL
200300211,EC,LETTIE DE KLERK PRIMARY SCHOOL
200500401,EC,LIBODE PRIVATE SCHOOL
200500402,EC,LIBODE VILLAGE JUNIOR SECONDARY SCHOOL
200200357,EC,LIHASENG JUNIOR SECONDARY SCHOOL
200500403,EC,LIKAMORENG JUNIOR PRIMARY SCHOOL
200400356,EC,LIKHETLANE JUNIOR SECONDARY SCHOOL
200500405,EC,LIKHOHLONG SENIOR PRIMARY SCHOOL
200600368,EC,LILYFONTEIN PRIMARY SCHOOL
200600369,EC,LIMEKHAYA HIGH SCHOOL
200300212,EC,LINDANI SENIOR SECONDARY SCHOOL
200400357,EC,LINDELANI SENIOR SECONDARY SCHOOL
200600370,EC,LINDOKUHLE JUNIOR SECONDARY SCHOOL
200100450,EC,LINDSAY JUNIOR SECONDARY SCHOOL
200404031,EC,LINDUBUHLE JUNIOR SECONDARY SCHOOL
200400358,EC,LINGANI SENIOR SECONDARY SCHOOL
200500406,EC,LINGCOM PRIMARY SCHOOL
200500407,EC,LINGELETHU JUNIOR PRIMARY SCHOOL
200500408,EC,LINGELETHU JUNIOR SECONDARY SCHOOL (LUSIKISIKI)
200500409,EC,LINGELETHU JUNIOR SECONDARY SCHOOL (CALA)
200200359,EC,LINGELETHU SENIOR PRIMARY SCHOOL (BUTTERWORTH)
200100454,EC,LINGELETHU SENIOR PRIMARY SCHOOL (IDUTYWA)
200100455,EC,LINGELETHU SENIOR SECONDARY SCHOOL (KING WILLIAMS TOWN)
200501458,EC,LINGELETHU SENIOR SECONDARY SCHOOL (EAST LONDON)
200500410,EC,LINGELIHLE JUNIOR SECONDARY SCHOOL
200300821,EC,LINGELIHLE JUNIOR PRIMARY SCHOOL
200400360,EC,LINGELIHLE SENIOR PRIMARY SCHOOL (WILLOWVALE)
200200360,EC,LINGELIHLE SENIOR PRIMARY SCHOOL (QUMBU)
200100457,EC,LINGELIHLE SENIOR SECONDARY SCHOOL
200500413,EC,LINKSIDE HIGH SCHOOL
200500412,EC,LINOTSING JUNIOR SECONDARY SCHOOL
200600374,EC,LIPHAKOENG JUNIOR PRIMARY SCHOOL
200300214,EC,LIPHOFUNG SENIOR PRIMARY SCHOOL
200300215,EC,LITHA COMBINED SCHOOL
200200361,EC,LITTLE ANGELS PREPARATORY SCHOOL
200200362,EC,LITTLE ANGELS SCHOOL
200300216,EC,LITTLE EDEN PRIMARY SCHOOL
200500414,EC,LITTLE FLOWER JUNIOR SECONDARY SCHOOL
200300217,EC,LITTLE FLOWER PRIMARY SCHOOL (UITENHAGE)
200400361,EC,LITTLE FLOWER SENIOR SECONDARY SCHOOL
200600375,EC,LITTLE LAMBS INDEPENDENT SCHOOL
200100133,EC,LITTLE WILLOW FOUNDATION SCHOOL
200500415,EC,LIVINGSTONE HOSPITAL PRIMARY SCHOOL
200500416,EC,LIWALAPHAKADE SENIOR PRIMARY SCHOOL
200501420,EC,LOCKSON SENIOR PRIMARY SCHOOL
200300760,EC,LOERIEHEUWEL PRIMARY SCHOOL
200101038,EC,LOKWE JUNIOR SECONDARY SCHOOL
200300865,EC,LONDOLOZANI JUNIOR PRIMARY SCHOOL
200501463,EC,LONGWENI SENIOR PRIMARY SCHOOL
200400362,EC,LONWABO JUNIOR PRIMARY SCHOOL
200100459,EC,LONWABO SENIOR PRIMARY SCHOOL
200400363,EC,LONWABO SENIOR SECONDARY SCHOOL
200601173,EC,LORRAINE PRIMARY SCHOOL
200404033,EC,LOTA JUNIOR SECONDARY SCHOOL
200100925,EC,LOTANA JUNIOR SECONDARY SCHOOL
200400365,EC,LOUIS REX PRIMARY SCHOOL
200500418,EC,LOUTERWATER PRIMARY SCHOOL
200100460,EC,LOVEMORE PARK PRIMARY SCHOOL
200500419,EC,LOWER BLINKWATER PRIMARY SCHOOL
200200366,EC,LOWER BOLOTWA JUNIOR SECONDARY SCHOOL
200501402,EC,LOWER BROOKSNEK JUNIOR SECONDARY SCHOOL
200600378,EC,LOWER BUFUMBA SENIOR PRIMARY SCHOOL
200600379,EC,LOWER CALA JUNIOR SECONDARY SCHOOL
200100462,EC,LOWER CEGCUANA JUNIOR SECONDARY SCHOOL
200100463,EC,LOWER CERU SENIOR PRIMARY SCHOOL
200300218,EC,LOWER CULUNCA JUNIOR SECONDARY SCHOOL
200400367,EC,LOWER DADAMBA JUNIOR SECONDARY SCHOOL
200600380,EC,LOWER DIDIMANA JSP SCHOOL
200100464,EC,LOWER EMNYAMENI PRIMARY SCHOOL
200100465,EC,LOWER EMTUMASI PRIMARY SCHOOL
200100466,EC,LOWER ESINXAKU JUNIOR SECONDARY SCHOOL
200400368,EC,LOWER GODINI JUNIOR SECONDARY SCHOOL
200500423,EC,LOWER GOQO JUNIOR SECONDARY SCHOOL
200400369,EC,LOWER GOQWANA JUNIOR SECONDARY SCHOOL
200600381,EC,LOWER GQAGA PRIMARY SCHOOL
200300729,EC,LOWER GQOBONCO JUNIOR SECONDARY SCHOOL
200300220,EC,LOWER GQOGQORA JUNIOR SECONDARY SCHOOL
200400370,EC,LOWER GWADU JUNIOR SECONDARY SCHOOL
200300221,EC,LOWER GWALA SENIOR PRIMARY SCHOOL
200600382,EC,LOWER GXULU LHP SCHOOL
200200367,EC,LOWER KETE-KETE JUNIOR SECONDARY SCHOOL
200500424,EC,LOWER KHOHLOPONG SENIOR PRIMARY SCHOOL
200400371,EC,LOWER LANGANCI JUNIOR SECONDARY SCHOOL
200400372,EC,LOWER LUFUTA JUNIOR SECONDARY SCHOOL
200300222,EC,LOWER MALAHLE JUNIOR SECONDARY SCHOOL
200400373,EC,LOWER MALEPE-LEPE JUNIOR SECONDARY SCHOOL
200400374,EC,LOWER MATEKO PRIMARY SCHOOL SCHOOL
200400375,EC,LOWER MBANGCOLO JUNIOR SECONDARY SCHOOL
200300223,EC,LOWER MDUMBI JUNIOR SECONDARY SCHOOL
200300224,EC,LOWER MGWALANA PRIMARY SCHOOL
200500425,EC,LOWER MKEMANE JUNIOR SECONDARY SCHOOL
200200368,EC,LOWER MKHOMANE JUNIOR PRIMARY SCHOOL
200501369,EC,LOWER MNCEBA JUNIOR SECONDARY SCHOOL
200400376,EC,LOWER MNGAMNYE JUNIOR SECONDARY SCHOOL
200600384,EC,LOWER MNYAMANA JUNIOR SECONDARY SCHOOL
200600385,EC,LOWER MNYOLO JUNIOR SECONDARY SCHOOL
200400377,EC,LOWER MPAKO SENIOR PRIMARY SCHOOL
200400378,EC,LOWER MT HOREB SENIOR PRIMARY SCHOOL
200400379,EC,LOWER MVENYANE JUNIOR SECONDARY SCHOOL
200300851,EC,LOWER MZENGE JUNIOR SECONDARY SCHOOL
200400380,EC,LOWER NCORA JUNIOR SECONDARY SCHOOL
200200369,EC,LOWER NCUNCUZO JUNIOR SECONDARY SCHOOL
200500426,EC,LOWER NDAKANA JUNIOR SECONDARY SCHOOL
200501363,EC,LOWER NGCOLOKENI SENIOR PRIMARY SCHOOL
200500427,EC,LOWER NGQUNGQU JUNIOR SECONDARY SCHOOL
200400381,EC,LOWER NGQWARA JUNIOR SECONDARY SCHOOL
200500428,EC,LOWER NGXAZA JUNIOR PRIMARY SCHOOL
200400382,EC,LOWER NOFOTYO JUNIOR SECONDARY SCHOOL
200400383,EC,LOWER NQAMAKWE JUNIOR SECONDARY SCHOOL
200500429,EC,LOWER NQANCULE JUNIOR SECONDARY SCHOOL
200500430,EC,LOWER NTLAZA JUNIOR PRIMARY SCHOOL
200500431,EC,LOWER NXOTSHANA JUNIOR SECONDARY SCHOOL
200600386,EC,LOWER QEBE SENIOR PRIMARY SCHOOL
200601148,EC,LOWER QOQO SENIOR PRIMARY SCHOOL
200300228,EC,LOWER QUTSA JUNIOR SECONDARY SCHOOL
200400384,EC,LOWER RAINY JUNIOR SECONDARY SCHOOL
200400385,EC,LOWER ROLWENI JUNIOR SECONDARY SCHOOL
200400386,EC,LOWER ROZA JUNIOR SECONDARY SCHOOL
200400387,EC,LOWER SEPLAN JUNIOR SECONDARY SCHOOL
200300231,EC,LOWER SEPLAN SENIOR SECONDARY SCHOOL
200300232,EC,LOWER SHESHEGU LHP SCHOOL
200300233,EC,LOWER SITOLEN JUNIOR SECONDARY SCHOOL
200400388,EC,LOWER THOKOANA JUNIOR SECONDARY SCHOOL
200500432,EC,LOWER TSITSANA JUNIOR SECONDARY SCHOOL
200400389,EC,LOWER TSOJANA JUNIOR SECONDARY SCHOOL
200500434,EC,LOWER TYIRA JUNIOR SECONDARY SCHOOL
200300234,EC,LOWER XONGORA PJS SCHOOL
200400390,EC,LOWER ZANGQOKWE PRIMARY SCHOOL
200500435,EC,LOYISO SENIOR SECONDARY SCHOOL (PORT ELIZABETH)
200400391,EC,LOYISO SENIOR SECONDARY SCHOOL (EAST LONDON)
200600387,EC,LOYISO SENIOR SECONDARY SCHOOL (MOUNT FRERE)
200601032,EC,LUBALA SENIOR PRIMARY SCHOOL
200200370,EC,LUBALASI SENIOR PRIMARY SCHOOL
200400392,EC,LUBALEKO JUNIOR SECONDARY SCHOOL
200500436,EC,LUBANZI JUNIOR SECONDARY SCHOOL
200500437,EC,LUBISINI JUNIOR SECONDARY SCHOOL
200300235,EC,LUBOMVINI JUNIOR SECONDARY SCHOOL
200400393,EC,LUBOMVINI SENIOR PRIMARY SCHOOL
200401294,EC,LUCEBISO FARM SCHOOL
200600388,EC,LUCINGWENI JUNIOR SECONDARY SCHOOL
200100468,EC,LUCINGWENI SENIOR PRIMARY SCHOOL
200200371,EC,LUCWABA JUNIOR SECONDARY SCHOOL
200500438,EC,LUDAKA JUNIOR SECONDARY SCHOOL
200500439,EC,LUDEKE JUNIOR SECONDARY SCHOOL (BIZANA)
200500440,EC,LUDEKE JUNIOR SECONDARY SCHOOL (TABANKULU)
200500441,EC,LUDEKE SENIOR PRIMARY SCHOOL
200400394,EC,LUDIDI SENIOR SECONDARY SCHOOL
200500443,EC,LUDIWANE JUNIOR SECONDARY SCHOOL
200300236,EC,LUDONDOLO JUNIOR SECONDARY SCHOOL
200300795,EC,LUFAFA PRIMARY SCHOOL (TABANKULU)
200100469,EC,LUFEFENI JUNIOR SECONDARY SCHOOL
200400395,EC,LUFUKUFU JUNIOR SECONDARY SCHOOL
200500444,EC,LUGADA JUNIOR SECONDARY SCHOOL
200500445,EC,LUGALAKAXA SENIOR PRIMARY SCHOOL
200400396,EC,LUGASWENI SENIOR PRIMARY SCHOOL
200500446,EC,LUGELWENI JUNIOR SECONDARY SCHOOL
200500447,EC,LUGONGQOZO SENIOR PRIMARY SCHOOL
200400397,EC,LUGWIJINI JUNIOR SECONDARY SCHOOL
200500449,EC,LUGXOGXO JUNIOR SECONDARY SCHOOL
200500450,EC,LUHLEKWENI JUNIOR SECONDARY SCHOOL
200300237,EC,LUJECWENI JUNIOR SECONDARY SCHOOL
200500451,EC,LUJIKO PRIMARY SCHOOL
200500452,EC,LUJIZA LHP SCHOOL
200300800,EC,LUJIZA PUBLIC PRIMARY SCHOOL
200500453,EC,LUKANYISO PRIMARY SCHOOL
200500454,EC,LUKANYO JUNIOR PRIMARY SCHOOL
200400398,EC,LUKANYO SENIOR PRIMARY SCHOOL
200500455,EC,LUKHAHLAMBENI SENIOR PRIMARY SCHOOL
200401236,EC,LUKHANJI PUBLIC PRIMARY SCHOOL
200500456,EC,LUKHANJI SENIOR PRIMARY SCHOOL
200400399,EC,LUKHANYISO JUNIOR SECONDARY SCHOOL
200500457,EC,LUKHANYISWENI JUNIOR SECONDARY SCHOOL
200500458,EC,LUKHANYISWENI SENIOR PRIMARY SCHOOL
200200372,EC,LUKHANYISWENI SENIOR SECONDARY SCHOOL
200200374,EC,LUKHANYO HIGH SCHOOL (INDWE)
200200375,EC,LUKHANYO JUNIOR PRIMARY SCHOOL (EAST LONDON)
200100471,EC,LUKHANYO JUNIOR PRIMARY SCHOOL (BIZANA)
200300238,EC,LUKHANYO JUNIOR SECONDARY SCHOOL
200300239,EC,LUKHANYO JSS
200500460,EC,LUKHANYO PRIMARY SCHOOL (EAST LONDON)
200600392,EC,LUKHANYO SENIOR SECONDARY SCHOOL
200600393,EC,LUKHANYO SENIOR PRIMARY SCHOOL
200300240,EC,LUKHOLO JUNIOR SECONDARY SCHOOL
200500459,EC,LUKHOZANA JUNIOR SECONDARY SCHOOL
200400400,EC,LUKHOZANA SENIOR SECONDARY SCHOOL
200300761,EC,LUKHOZI HIGH SCHOOL
200600394,EC,LUKUNI JUNIOR SECONDARY SCHOOL
200200376,EC,LUMANI JUNIOR SECONDARY SCHOOL
200501405,EC,LUMANYANO PUBLIC SCHOOL
200300241,EC,LUMKO HIGH SCHOOL
200601163,EC,LUMKWANA JUNIOR PRIMARY SCHOOL (ENGCOBO)
200201061,EC,LUMKWANA JUNIOR PRIMARY SCHOOL (ELLIOTDALE)
200300242,EC,LUNA JUNIOR SECONDARY SCHOOL
200400401,EC,LUNDA JUNIOR SECONDARY SCHOOL
200500462,EC,LUNDI JUNIOR SECONDARY SCHOOL
200300243,EC,LUNDI PUBLIC PRIMARY SCHOOL
200300852,EC,LUNDINI JUNIOR PRIMARY SCHOOL (PORT ST JOHNS)
200200377,EC,LUNDINI JUNIOR PRIMARY SCHOOL (BIZANA)
200400402,EC,LUNDZWANA JUNIOR SECONDARY SCHOOL
200300244,EC,LUNGA JUNIOR PRIMARY SCHOOL
200200378,EC,LUNGELO SENIOR PRIMARY SCHOOL
200200379,EC,LUNGELOLETHU LHP SCHOOL
200400404,EC,LUNGILE JUNIOR SECONDARY SCHOOL
200401327,EC,LUNGISA HIGH SCHOOL
200500464,EC,LUNGISA PRIMARY SCHOOL
200400405,EC,LUNGISANI SENIOR PRIMARY SCHOOL (PORT ST JOHNS)
200300245,EC,LUNGISANI SENIOR PRIMARY SCHOOL (HERSHEL)
200400406,EC,LUNGISO PUBLIC SCHOOL
200400407,EC,LUPAPASI JUNIOR SECONDARY SCHOOL
200501380,EC,LUPHANDLASI JUNIOR SECONDARY SCHOOL
200500466,EC,LUPHINDWENI JUNIOR PRIMARY SCHOOL
200200381,EC,LUPILISWENI JUNIOR SECONDARY SCHOOL
200500467,EC,LUPINDO SENIOR SECONDARY SCHOOL
200200382,EC,LUPONDO JUNIOR SECONDARY SCHOOL
200600395,EC,LUQOLO JUNIOR SECONDARY SCHOOL
200100472,EC,LUQOLWENI JUNIOR SECONDARY SCHOOL
200200383,EC,LUQOLWENI SENIOR PRIMARY SCHOOL (COFIMVABA)
200400408,EC,LUQOLWENI SENIOR PRIMARY SCHOOL (MOUNT FRERE)
200600970,EC,LUQOQWENI JUNIOR SECONDARY SCHOOL
200100473,EC,LURASINI JUNIOR SECONDARY SCHOOL
200400409,EC,LURWAYIZO JUNIOR SECONDARY SCHOOL
200500468,EC,LURWAYIZO SENIOR SECONDARY SCHOOL
200300246,EC,LUSASA COMBINED SCHOOL
200501384,EC,LUSHOF STATE AIDED PRIMARY SCHOOL
200500470,EC,LUSIKISIKI CHRISTIAN SCHOOL
200500471,EC,LUSIKISIKI VILLAGE JUNIOR SECONDARY SCHOOL
200600396,EC,LUSINDISO JUNIOR SECONDARY SCHOOL
200400410,EC,LUSINDISWENI JUNIOR SECONDARY SCHOOL
200300247,EC,LUSIZI JUNIOR SECONDARY SCHOOL
200500472,EC,LUSIZINI JUNIOR SECONDARY SCHOOL
200500473,EC,LUSUNGULO JUNIOR SECONDARY SCHOOL
200400411,EC,LUTAMBO JUNIOR SECONDARY SCHOOL
200300248,EC,LUTATENI JUNIOR SECONDARY SCHOOL
200300850,EC,LUTATENI SENIOR SECONDARY SCHOOL
200200384,EC,LUTATWENI JUNIOR SECONDARY SCHOOL
200100474,EC,LUTAWENI JUNIOR SECONDARY SCHOOL
200501593,EC,LUTHAMBEKO SENIOR PRIMARY SCHOOL
200500475,EC,LUTHOLI JUNIOR SECONDARY SCHOOL
200600397,EC,LUTHUTHU JUNIOR SECONDARY SCHOOL
200500476,EC,LUTSHAYA JUNIOR SECONDARY SCHOOL
200300249,EC,LUTSHAYA SENIOR SECONDARY SCHOOL
200500477,EC,LUTSHEKO JUNIOR SECONDARY SCHOOL
200300250,EC,LUTSHIKINI JUNIOR SECONDARY SCHOOL
200400412,EC,LUTUBENI JUNIOR SECONDARY SCHOOL (MQANDULI)
200500478,EC,LUTUBENI JUNIOR SECONDARY SCHOOL (LIBODE)
200500479,EC,LUTUBENI SENIOR SECONDARY SCHOOL
200400413,EC,LUTUKA SENIOR SECONDARY SCHOOL
200400414,EC,LUTUTU JUNIOR SECONDARY SCHOOL (UGIE)
200500480,EC,LUTUTU JUNIOR SECONDARY SCHOOL (LADYFRERE)
200400415,EC,LUVELA SENIOR PRIMARY SCHOOL
200400420,EC,LUVUMELWANO SENIOR SECONDARY SCHOOL
200500481,EC,LUVUNDU JUNIOR SECONDARY SCHOOL
200500482,EC,LUVUYO JUNIOR SECONDARY SCHOOL
200400416,EC,LUVUYO LERUMO HIGH SCHOOL
200501366,EC,LUVUYO SENIOR PRIMARY SCHOOL
200400417,EC,LUVUYWENI SENIOR PRIMARY SCHOOL
200400418,EC,LUXA JUNIOR SECONDARY SCHOOL
200400419,EC,LUXENI JUNIOR SECONDARY SCHOOL
200400364,EC,LUXOLO INTERMEDIATE SCHOOL
200400421,EC,LUXOLO JUNIOR SECONDARY SCHOOL
200600398,EC,LUXOMO JUNIOR PRIMARY SCHOOL
200400422,EC,LUXOMO JUNIOR SECONDARY SCHOOL
200600399,EC,LUXWESA JUNIOR SECONDARY SCHOOL
200300252,EC,LUYOLO PRIMARY SCHOOL (STERKSPRUIT)
200500484,EC,LUYTEVILLE LHP SCHOOL
200600400,EC,LUZIE DRIFT JUNIOR SECONDARY SCHOOL
200600401,EC,LUZIE DRIFT SENIOR SECONDARY SCHOOL
200401275,EC,LUZIE POORT PRIMARY SCHOOL
200600402,EC,LUZINI JUNIOR SECONDARY SCHOOL
200400423,EC,LUZIPO JUNIOR SECONDARY SCHOOL
200100475,EC,LUZUKO JUNIOR PRIMARY SCHOOL
200200387,EC,LUZUKO JUNIOR SECONDARY SCHOOL
200200388,EC,LUZUKO SENIOR PRIMARY SCHOOL
200300803,EC,LUZUPU JUNIOR SECONDARY SCHOOL
200500485,EC,LWANDILE JUNIOR SECONDARY SCHOOL
200600404,EC,LWANDISA JUNIOR PRIMARY SCHOOL
200200390,EC,LWANDLANA JUNIOR SECONDARY SCHOOL
200500486,EC,LWANDLANA PRIMARY SCHOOL
200500487,EC,LWAZILWETHU SENIOR SECONDARY SCHOOL
200500488,EC,LYNDALE JUNIOR SECONDARY SCHOOL
