NatEmis,Province,name
500212084,KZN,SIKHULANGEMFUNDO SECONDARY SCHOOL
500304843,KZN,SIPHANDE PRIMARY SCHOOL
500217486,KZN,SIPHIWAYINKOSI PRIMARY SCHOOL
500219225,KZN,SIPHUMELELE SECONDARY SCHOOL (OTHER)
500219484,KZN,SIYABATHWA PRIMARY SCHOOL
500220224,KZN,SIZWESONKE HIGH SCHOOL
500315536,KZN,THAMBOLINI HIGH SCHOOL
500213786,KZN,UGOME JUNIOR SECONDARY SCHOOL 
500220853,KZN,UMBONAMBI PRIMARY SCHOOL
500221593,KZN,UMDLAMFE HIGH SCHOOL
500221667,KZN,UMHLATHUZANA PRIMARY SCHOOL
500222259,KZN,UMHLATHUZE PRIMARY SCHOOL
500224183,KZN,UMLALAZI PRIMARY SCHOOL
500224997,KZN,UMPHEZENI SECONDARY SCHOOL
500225108,KZN,UYENGO HIGH SCHOOL
500225515,KZN,VELDENVLEI PRIMARY SCHOOL
500228697,KZN,VUMANHLAMVU FULL SERVICE SCHOOL
500491397,KZN,ZIBAMBELE CP SCHOOL
500229289,KZN,ZIBONE PRIMARY SCHOOL
500229326,KZN,ZUNGENI PRIMARY SCHOOL
500229881,KZN,ESHOWE CHRISTIAN SCHOOL
500230436,KZN,MANYALA PRIMARY SCHOOL
500231583,KZN,NEW GENERATION SCHOOL
500231731,KZN,AMANDLETHU SECONDARY SCHOOL (DURBAN)
500232286,KZN,AMAOTI NO. 3 COMBINED SCHOOL
500232952,KZN,AMAOTI PRIMARY SCHOOL
500232989,KZN,ASHLEY PRIMARY SCHOOL
500235616,KZN,ATHOLL HEIGHTS PRIMARY SCHOOL
500238243,KZN,ATHOLTON PRIMARY SCHOOL
500238465,KZN,AVON JUNIOR PRIMARY SCHOOL
500238576,KZN,BARRACUDA PRIMARY SCHOOL
500299885,KZN,BENJAMIN PINE PRIMARY SCHOOL
500240093,KZN,BEREA WEST SENIOR PRIMARY SCHOOL
500448329,KZN,BHEKISISA HIGH SCHOOL
500240537,KZN,BONGUMUSA PRIMARY SCHOOL 
500242165,KZN,BUHLEBETHU PUBLIC PRIMARY SCHOOL
500242276,KZN,CHRISTOPHER NXUMALO PRIMARY SCHOOL
500243867,KZN,DLULUMUZI SECONDARY SCHOOL
500243904,KZN,DR B.W. VILAKAZI PRIMARY SCHOOL
500247604,KZN,DR. J.L. DUBE HIGH SCHOOL
500248455,KZN,DUMANI JUNIOR PRIMARY SCHOOL
500248862,KZN,DUMEHLEZI HIGH SCHOOL
500103415,KZN,EKWANDENI PRIMARY SCHOOL
500494616,KZN,EMACHOBENI SECONDARY SCHOOL
500252266,KZN,EMOLWENI PRIMARY SCHOOL
500252377,KZN,ENGONWENI PRIMARY SCHOOL
500252636,KZN,ERIC MTSHALI SECONDARY SCHOOL
500254079,KZN,ESKHULULIWE PRIMARY SCHOOL
500338735,KZN,FAITH MLABA PRIMARY SCHOOL
500255263,KZN,FERNDALE PRIMARY SCHOOL (DURBAN)
500255485,KZN,Forest View Primary School
500491434,KZN,GUGULETHU PRIMARY SCHOOL 
500497465,KZN,HAMPTONS PRIMARY SCHOOL
500258815,KZN,HAVEN OF REST SCHOOL
500263070,KZN,HIGHBURY PREPARATORY SCHOOL
500264513,KZN,HIGHWAY COLLEGE SCHOOL
500319865,KZN,HILLCREST HIGH SCHOOL
500265068,KZN,HILLCREST PRIMARY SCHOOL (HILLCREST)
500267103,KZN,HILLVIEW SECONDARY SCHOOL
500490583,KZN,IKUSASALENTSHA SECONDARY SCHOOL
500499389,KZN,IMBEKA SECONDARY SCHOOL
500269360,KZN,INANDA NEWTOWN COMPREHENSIVE HIGH SCHOOL
500309505,KZN,INCHANGA MUSLIM SCHOOL
500285418,KZN,INGQUNGQULU HIGH SCHOOL
500286269,KZN,ITHWELENYE PRIMARY SCHOOL
500287083,KZN,KAINON PRIMARY SCHOOL
500287157,KZN,KHABAZELA HIGH SCHOOL
500287749,KZN,KHETHOKUHLE SECONDARY SCHOOL
500307618,KZN,KHUPHUKANI JUNIOR PRIMARY SCHOOL
500288156,KZN,Kloof Junior Primary School
500307581,KZN,KWABAZOTHINI HIGH SCHOOL
500290709,KZN,KWACUTSHWAYO PRIMARY SCHOOL
500291449,KZN,KWAGENCE PRIMARY SCHOOL
500293817,KZN,LANGALIBALELE PRIMARY SCHOOL (DURBAN)
500411070,KZN,LUNGISISA INDLELA VILLAGE COMBINED SCHOOL
500299700,KZN,LUTHAYI HIGH SCHOOL 
500301365,KZN,MAKHANYA PRIMARY SCHOOL
500139897,KZN,MAPHEPHETHA SECONDARY SCHOOL 
500197654,KZN,MAQADINI PRIMARY SCHOOL
500406731,KZN,MATABETULU PRIMARY SCHOOL
500498353,KZN,MBONISWENI PRIMARY SCHOOL
500101935,KZN,MCETSHWA JUNIOR PRIMARY SCHOOL
500102305,KZN,MZOMUSHA PRIMARY SCHOOL (DURBAN)
500102342,KZN,MZWAMANDLA KHANYILE PRIMARY SCHOOL
500103822,KZN,NDABAZEZWE LOWER PRIMARY SCHOOL
500104303,KZN,NDABOMUHLE PRIMARY SCHOOL
500104340,KZN,NEW HOPE CHRISTIAN COMBINED SCHOOL
500104488,KZN,NHLANHLAYETHU SECONDARY SCHOOL (DURBAN)
500106005,KZN,NKOSIBOMVU SECONDARY SCHOOL
500107152,KZN,NYONI PRIMARY SCHOOL
500107300,KZN,OAKFORD PRIMARY SCHOOL
500108891,KZN,OBED MLABA TECHNICAL HIGH SCHOOL
500111444,KZN,OHLANGE HIGH SCHOOL
500113220,KZN,PALMIET PRIMARY SCHOOL (DURBAN)
500116550,KZN,PEACEVILLE PRIMARY SCHOOL 
500496651,KZN,PHAKAMA PRIMARY SCHOOL 
500292300,KZN,PHEMBISIZWE HIGH SCHOOL
500184482,KZN,PHEZULU HIGH SCHOOL
500124135,KZN,PHUMELELA SENIOR PRIMARY SCHOOL
500124246,KZN,Pinetown Junior Primary School
500449439,KZN,PINETOWN SENIOR PRIMARY SCHOOL
500130092,KZN,Pitlochry Senior Primary School
500133607,KZN,ROSELAND PRIMARY SCHOOL 
500136530,KZN,ROSEWAYWALDORF SCHOOL
500494357,KZN,S. M. JHAVARY PRIMARY SCHOOL
500141599,KZN,SACRED HEART SECONDARY SCHOOL
500440929,KZN,Sarnia Primary School
500311466,KZN,SENZWESIHLE SENIOR PRIMARY SCHOOL
500145299,KZN,SIBONGINHLANHLA PRIMARY SCHOOL
500152551,KZN,SIFUNIMFUNDO PRIMARY SCHOOL
500499426,KZN,SIKHETHUXOLO HIGH SCHOOL
500422984,KZN,SINENHLANHLA PUBLIC PRIMARY SCHOOL 
500154993,KZN,SIPHOSETHU  PRIMARY   SCHOOL 
500155178,KZN,SITHABILE SECONDARY SCHOOL
500155400,KZN,SITHANDIMFUNDO SECONDARY SCHOOL
500155474,KZN,SIYATHUTHUKA SECONDARY SCHOOL
500302401,KZN,SIZIMISELE SENIOR PRIMARY SCHOOL
500495800,KZN,SOLOMON MAHLANGU PRIMARY SCHOOL
500160469,KZN,ST BENEDICT SCHOOL
500161616,KZN,ST LEO PRIMARY SCHOOL
500493469,KZN,STEVE DAVISON PRIMARY SCHOOL
500163540,KZN,SULEMAN PATEL SECONDARY SCHOOL
500169719,KZN,THANDAZA HIGH SCHOOL
500172087,KZN,THOLAMANDLA SENIOR PRIMARY SCHOOL
500172790,KZN,THREE OAKS PRIMARY SCHOOL (OTHER)
500161690,KZN,THUBALETHU SECONDARY SCHOOL
500175528,KZN,TSHELIMNYAMA PRIMARY SCHOOL
500176601,KZN,UKUKHANYA KWEAFRIKA PRIMARY SCHOOL
500178821,KZN,UKUKHANYA KWELANGA PUBLIC PRIMARY SCHOOL
500179006,KZN,UKUKHANYAKOKUSA FULL SERVICE SCHOOL
500178081,KZN,UMHLANGA JEWISH DAY SCHOOL
500185370,KZN,UMTHUNZI PRIMARY SCHOOL
500493691,KZN,UMZINYATHI PRIMARY SCHOOL
500189107,KZN,UPHISO PRIMARY SCHOOL
500496244,KZN,USETHUBENI YOUTH SCHOOL
500302845,KZN,VUYISWA MTOLO SECONDARY SCHOOL
500198690,KZN,WESTVILLE HINDU PRIMARY SCHOOL
500402005,KZN,WESTVILLE JUNIOR PRIMARY SCHOOL
500204795,KZN,Westville Senior PRIMARY SCHOOL
500205720,KZN,Winston Park Primary School
500222518,KZN,ZAKHE SECONDARY SCHOOL
500494320,KZN,ZAMOKUHLE JUNIOR PRIMARY SCHOOL (KWAMASHU)
500224220,KZN,ZWAKELE PRIMARY SCHOOL
500224442,KZN,CONISTON PRIMARY SCHOOL
500423058,KZN,DWALALESIZWE HIGH SCHOOL
500161727,KZN,EBOMVINI PRIMARY SCHOOL
500232693,KZN,EBUMBENI PRIMARY SCHOOL
500241869,KZN,EKUBUSISWENI PRIMARY SCHOOL
500257224,KZN,EMSENI PRIMARY SCHOOL (PORT SHEPSTONE)
500496688,KZN,EMTHINI PRIMARY SCHOOL (PORT SHEPSTONE)
500286306,KZN,ENYANISWENI PRIMARY SCHOOL
500245976,KZN,GAMALAKHE COMMERCIAL HIGH SCHOOL
500246790,KZN,GAMALAKHE JUNIOR PRIMARY SCHOOL
500247271,KZN,GOBUME HIGH SCHOOL
500248159,KZN,GUBHUZA PRIMARY SCHOOL
500248529,KZN,HARDING SECONDARY SCHOOL
500249787,KZN,HIBISCUS PRIMARY SCHOOL
500250527,KZN,HIMMELBERG INTERMEDIATE SCHOOL
500305768,KZN,HYMAN PRIMARY SCHOOL
500250712,KZN,IKHWEZI LAMACHI PRIMARY SCHOOL
500256410,KZN,INDUNDUMA COMBINED PRIMARY SCHOOL
500223258,KZN,INGWEMABALA COMPREHENSIVE HIGH SCHOOL
500257002,KZN,ISANGQU COMBINED PRIMARY SCHOOL
500257187,KZN,ITSHEHLOPHE PRIMARY SCHOOL
500258778,KZN,IZOTSHA PRIMARY SCHOOL
500260480,KZN,KWA-BHAVU HIGH SCHOOL
500499463,KZN,KWABOMBO PRIMARY SCHOOL
500264365,KZN,KWALUHLAZA PRIMARY SCHOOL
500264883,KZN,KWANDABEZINHLE PRIMARY SCHOOL
500266474,KZN,KWANZIMAKWE PRIMARY SCHOOL
500267732,KZN,MACEBO COMBINED PRIMARY SCHOOL
500268472,KZN,MACHI PRIMARY SCHOOL
500444518,KZN,MAKHANDA SECONDARY SCHOOL
500270359,KZN,MANDLENDODA INTERMEDIATE SCHOOL 
500271432,KZN,MARGATE PRIMARY SCHOOL
500496281,KZN,MARIS STELLA PRIMARY SCHOOL
500250453,KZN,MBONWA SECONDARY SCHOOL
500276057,KZN,MBUSI HIGH SCHOOL
500495504,KZN,MDLANGASWA HIGH SCHOOL
500278462,KZN,MGAI PRIMARY SCHOOL
500280238,KZN,MGAWULANE PRIMARY SCHOOL
500282421,KZN,MHLANGAMKHULU JUNIOR PRIMARY SCHOOL
500493432,KZN,MTHWALUME HIGH SCHOOL
500283309,KZN,MTHWALUME PRIMARY SCHOOL
500443260,KZN,MURCHISON COMBINED PRIMARY SCHOOL
500443408,KZN,NANI JUNIOR SECONDARY SCHOOL
500286454,KZN,NCAZUKA JUNIOR PRIMARY SCHOOL
500286528,KZN,NHLAYENZA JUNIOR PRIMARY SCHOOL
500494172,KZN,NKONKA HIGH SCHOOL
500289229,KZN,NOMBAYINGANA COMBINED PRIMARY SCHOOL
500289636,KZN,NOMBUSO HIGH SCHOOL
500290154,KZN,OLWANDLE HIGH SCHOOL
500407999,KZN,OTHANDWENI JUNIOR PRIMARY SCHOOL
500294298,KZN,PENNINGTON PRIMARY SCHOOL
500342028,KZN,PHINDAVELE HIGH SCHOOL
500295926,KZN,PORT EDWARD PRIMARY SCHOOL
500296000,KZN,PORT SHEPSTONE HIGH SCHOOL 
500296592,KZN,PORT SHEPSTONE JUNIOR PRIMARY SCHOOL
500298331,KZN,PORT SHEPSTONE SENIOR PRIMARY SCHOOL
500298997,KZN,QHINQA HIGH SCHOOL
500301624,KZN,QIKO HIGH SCHOOL
500117882,KZN,QINISELANI PRIMARY SCHOOL
500125615,KZN,QWEMBE COMBINED PRIMARY SCHOOL
500126170,KZN,ROSEVILLE SECONDARY SCHOOL
500126466,KZN,SANDANOLWAZI PRIMARY SCHOOL
500128242,KZN,SCOTTBURGH PRIMARY SCHOOL
500134606,KZN,SETHEMBINKOSI JUNIOR PRIMARY SCHOOL
500134828,KZN,SEZELA PRIMARY SCHOOL
500138935,KZN,SIHLE HIGH SCHOOL
500146853,KZN,SIKANISWENI HIGH SCHOOL
500146890,KZN,SIPHAPHEME HIGH SCHOOL
500150405,KZN,SISTER JOAN'S HIGH SCHOOL
500152366,KZN,SIYEPHU PRIMARY SCHOOL
500153846,KZN,ST. NIVARD'S PRIMARY SCHOOL
500496207,KZN,TSHENKOMBO PRIMARY SCHOOL
500155807,KZN,UMSINSINI JUNIOR PRIMARY SCHOOL
500159248,KZN,UMVOLOZI PRIMARY SCHOOL
500159988,KZN,VELANAWE COMBINED PRIMARY SCHOOL
500163022,KZN,VEZUBUHLE SECONDARY SCHOOL ()
500163762,KZN,VUSISIZWE SENIOR PRIMARY SCHOOL
500167314,KZN,WILDER PRIMARY SCHOOL
500169756,KZN,ZAMUKUZAKHA PRIMARY SCHOOL
500170570,KZN,ZISUKUMELE PRIMARY SCHOOL
500178858,KZN,Alexandra High School     
500178932,KZN,ALSTON PRIMARY SCHOOL ()
500180116,KZN,AMAKHOLWA SECONDARY SCHOOL
500182077,KZN,AMATHULI PRIMARY SCHOOL
500499611,KZN,ASANDE SENIOR SECONDARY SCHOOL
500190513,KZN,BHEKUXIMBA HIGH SCHOOL 
500190661,KZN,Bisley Park Primary School
500194213,KZN,BONELOKUHLE PRIMARY SCHOOL
500196322,KZN,BUCKLANDS PRIMARY SCHOOL
500199208,KZN,CALUZA PRIMARY SCHOOL
500199652,KZN,CARTER HIGH SCHOOL
500204832,KZN,CELANI PRIMARY SCHOOL ()
500205128,KZN,CLIFTON PREPARATORY SCHOOL
500206164,KZN,COPESVILLE SECONDARY SCHOOL
500209013,KZN,CORDWALLES PREPARATORY SCHOOL
500209235,KZN,DECCAN ROAD PRIMARY SCHOOL
500210345,KZN,ELANGENI PRIMARY SCHOOL ()
500220335,KZN,ENGUKA PRIMARY SCHOOL
500220298,KZN,EPWORTH PRIMARY SCHOOL
500220816,KZN,EPWORTH SECONDARY SCHOOL
500223036,KZN,ESIGODINI PUBLIC PRIMARY SCHOOL 
500223443,KZN,ESTHER PAYNE SMITH SECONDARY SCHOOL
500230066,KZN,GEORGETOWN HIGH SCHOOL
500232360,KZN,GOMANE PRIMARY SCHOOL
500234802,KZN,HAYFIELDS PRIMARY SCHOOL 
500234876,KZN,HENLEY PRIMARY SCHOOL                          
500243682,KZN,HILTON PREPARATORY SCHOOL
500244940,KZN,HLELOLUSHA PUBLIC PRIMARY SCHOOL
500260998,KZN,HOLOMA PRIMARY SCHOOL
500248788,KZN,Howick High School
500304547,KZN,HOWICK PREPARATORY SCHOOL
500251119,KZN,IMBALI JUNIOR SECONDARY SCHOOL
500251193,KZN,INZINGA PRIMARY SCHOOL
500251304,KZN,IVANHOE PRIMARY SCHOOL
500252784,KZN,KHAYELIHLE HIGH SCHOOL
500253302,KZN,KWAKHETHA PRIMARY SCHOOL
500253487,KZN,KWA-MPUNGOSE PRIMARY SCHOOL
500307803,KZN,LADUMA HIGH SCHOOL
500256521,KZN,LUGAJU SECONDARY SCHOOL
500258001,KZN,LUTHANDO HIGH SCHOOL
500259592,KZN,MADLANYOKA HIGH SCHOOL
500260739,KZN,MALALA PRIMARY SCHOOL
500261035,KZN,MARIA MEMORIAL PRIMARY SCHOOL
500264618,KZN,MARTIN NXUMALO SECONDARY SCHOOL
500264772,KZN,MFUNDWENHLE PRIMARY SCHOOL
500267140,KZN,MICHAELHOUSE SECONDARY SCHOOL
500268398,KZN,MOOI RIVER PRIMARY SCHOOL
500270692,KZN,MOUNT CARMEL CHRISTIAN SENIOR PRIMARY SCHOOL
500276464,KZN,MOUNTAIN RISE PRIMARY SCHOOL
500285270,KZN,MOYAMUHLE PRIMARY SCHOOL ()
500288896,KZN,MQHATHI PRIMARY SCHOOL
500289266,KZN,MTHETHOMUSHA SENIOR PRIMARY SCHOOL
500291227,KZN,MUZI THUSI PRIMARY SCHOOL
500321974,KZN,MZIMBA PRIMARY SCHOOL
500294150,KZN,NANSIMFUNDO PRIMARY SCHOOL 
500296185,KZN,NDELESHANE PRIMARY SCHOOL
500299071,KZN,NDLELAYABASHA PRIMARY SCHOOL
500300810,KZN,NICHOLS JUNIOR PRIMARY SCHOOL
500100788,KZN,NOGASELA PRIMARY SCHOOL
500101047,KZN,NOMASWAZI HIGH SCHOOL
500101676,KZN,NORTHDALE PRIMARY SCHOOL
500102638,KZN,NORTHERN PARK PRIMARY SCHOOL
500103674,KZN,NOVUKA PRIMARY SCHOOL
500109261,KZN,NXAMALALA ISLAMIC SCHOOL
500110260,KZN,NYONITHWELE SECONDARY SCHOOL
500110963,KZN,OASIS PREPARATORY SCHOOL
500112887,KZN,ORIENT HEIGHTS PRIMARY SCHOOL
500114256,KZN,OXFORD INDEPENDENT SCHOOL
500114700,KZN,Pelham Senior Primary School
500115292,KZN,PIETERMARITZ PRIMARY SCHOOL
500117364,KZN,PIETERMARITZBURG GIRLS' HIGH SCHOOL
500342731,KZN,POWERSCOURT PRIMARY SCHOOL
500118104,KZN,PRINCE ALFRED PRIMARY SCHOOL
500120546,KZN,RAISETHORPE SECONDARY SCHOOL
500422873,KZN,REGINA PRIMARY SCHOOL
500136752,KZN,Ridge Junior Primary School
500139379,KZN,RIDGE VIEW PRIMARY SCHOOL
500139305,KZN,RUSSELL HIGH SCHOOL
500140378,KZN,SCOTTSVILLE PRIMARY SCHOOL ()
500141895,KZN,SIKHULILE SECONDARY SCHOOL ()
500148333,KZN,SILWANETSHE PRIMARY SCHOOL
500150960,KZN,SINATHING JUNIOR PRIMARY SCHOOL
500493876,KZN,SIQONGWENI SECONDARY SCHOOL
500154697,KZN,SITHUNJWANA FULL SERVICE SCHOOL
500497576,KZN,SIYAMU PRIMARY SCHOOL
500156806,KZN,SIYAZAMA SENIOR SECONDARY SCHOOL 
500158212,KZN,SMERO SECONDARY SCHOOL
500158619,KZN,SPRINGHAVEN PRIMARY SCHOOL
500158693,KZN,ST CHARLES COMBINED SCHOOL
500312724,KZN,ST JOHN PAUL II HIGH SCHOOL
500166944,KZN,ST JOHNS COMBINED SCHOOL
500169904,KZN,SUKUMA COMPREHENSIVE SCHOOL
500174011,KZN,SUNCREST PRIMARY SCHOOL
500180005,KZN,THE GRANGE PRIMARY SCHOOL
500181596,KZN,THE WYKEHAM COLLEGIATE COMBINED SCHOOL
500184778,KZN,THEMBELIHLE PRIMARY SCHOOL ()
500188330,KZN,THREE OAKS PRIMARY SCHOOL ()
500189070,KZN,THULASIZWE PRIMARY SCHOOL ()
500191253,KZN,TOYBOX SCHOOL
500194953,KZN,TWINKLE STAR JUNIOR PRIMARY SCHOOL
500199282,KZN,UBUNYE PRIMARY SCHOOL
500494394,KZN,UKUKHANYA PRIMARY SCHOOL
500208828,KZN,WARTBURG-KIRCHDORF SCHOOL
500210826,KZN,ZWARTKOP PRIMARY SCHOOL
500214859,KZN,ADVENT HOPE CHRISTIAN SCHOOL
500498539,KZN,BAMBISANANI PRIMARY SCHOOL
500215562,KZN,BHEKINDLELA HIGH SCHOOL
500215821,KZN,BUKIMVELO HIGH SCHOOL
500217893,KZN,DIYANE PRIMARY SCHOOL
500219114,KZN,DLILANGA SECONDARY SCHOOL
500190735,KZN,DOKOLWANE PRIMARY SCHOOL
500222111,KZN,EGUJINI PRIMARY SCHOOL                      
500223073,KZN,EKUDILIKENI PRIMARY SCHOOL
500224775,KZN,EKUHLEHLENI PRIMARY SCHOOL
500225293,KZN,EKWETHEMBENI PRIMARY SCHOOL
500230695,KZN,EMANYISENI PRIMARY SCHOOL
500233840,KZN,EMBADLENI PRIMARY SCHOOL
500318792,KZN,EMNGCELENI PRIMARY SCHOOL
500236171,KZN,EMNGQOBELWENI PRIMARY SCHOOL
500236282,KZN,EMTHONJENI PRIMARY SCHOOL ()
500236948,KZN,ENDABENI PRIMARY SCHOOL
500448144,KZN,ENKULISWENI PRIMARY SCHOOL
500241906,KZN,ESIBHOWENI PRIMARY SCHOOL
500444777,KZN,EZIBUKWENI SECONDARY SCHOOL
500244570,KZN,GABADELA PRIMARY SCHOOL
500492951,KZN,GODLOZA HIGH SCHOOL
500246827,KZN,GULA PRIMARY SCHOOL
500442705,KZN,GWALIWENI PRIMARY SCHOOL
500250342,KZN,GWEGWEDE PRIMARY SCHOOL
500251378,KZN,HLAMBANYATHI PRIMARY SCHOOL
500251563,KZN,HOLY FAMILY PRIMARY SCHOOL
500254671,KZN,INGQUBEKO PRIMARY SCHOOL
500254967,KZN,INGWAVUMA SECONDARY SCHOOL
500255707,KZN,INHLWATHI PRIMARY SCHOOL
500255781,KZN,ISIFISOSIKAYISE PRMARY SCHOOL
500256632,KZN,ISIHLANGWINI PRIMARY SCHOOL
500259666,KZN,ITHUBALETHU PRIMARY SCHOOL ()
500265105,KZN,IZINESHE PRIMARY SCHOOL
500265882,KZN,JUBA PRIMARY SCHOOL
500266252,KZN,KHANDANE PRIMARY SCHOOL
500268139,KZN,KHETHANI CHRISTIAN SCHOOL
500269027,KZN,KHINDI JOBE SECONDARY SCHOOL
500269878,KZN,KHOBONGO HIGH SCHOOL
500270507,KZN,KHUME PRIMARY SCHOOL
500272320,KZN,KWADONSA PRIMARY SCHOOL
500274779,KZN,KWA-MAKHONYENI PRIMARY SCHOOL
500275354,KZN,KWASHUKELA PRIMARY SCHOOL
500493617,KZN,LUHLANGA PRIMARY SCHOOL ()
500275835,KZN,MADEYA PRIMARY SCHOOL
500278388,KZN,MADONELA FULL SERVICE PRIMARY SCHOOL
500278647,KZN,MAGUGU PRIMARY SCHOOL ()
500280941,KZN,MAHLABENI PRIMARY SCHOOL
500281126,KZN,MAJOZINI PRIMARY SCHOOL
500493802,KZN,MAKHANA PRIMARY SCHOOL
500283198,KZN,MALUSI OMUHLE PRIMARY SCHOOL
500442224,KZN,MANGWAZANA HIGH SCHOOL
500444814,KZN,MAPHINDELA PRIMARY SCHOOL
500444703,KZN,MAVELA SECONDARY SCHOOL
500286010,KZN,MAYALUKA PRIMARY SCHOOL
500286491,KZN,MBODLA PRIMARY SCHOOL
500294594,KZN,MBOZA PRIMARY SCHOOL
500301698,KZN,MDLADLA SECONDARY SCHOOL
500442779,KZN,MDUMISA PRIMARY SCHOOL
500334998,KZN,MENGU PRIMARY SCHOOL
500108706,KZN,MFINGOSE PRIMARY SCHOOL
500113553,KZN,MGEDULA PRIMARY SCHOOL
500327413,KZN,MGWAYINI PRIMARY SCHOOL
500443334,KZN,MHLUMENI PRIMARY SCHOOL
500122470,KZN,MKHALIPHI HIGH SCHOOL
500127502,KZN,MKUZE PRIMARY SCHOOL
500128353,KZN,MNQOBOKAZI PRIMARY SCHOOL
500128538,KZN,MPANZAKAZI PRIMARY SCHOOL
500129537,KZN,MPIYAKHE SECONDARY SCHOOL
500131350,KZN,MSHANGUZANA SENIOR SECONDARY SCHOOL
500131868,KZN,MTHEKELEZI PRIMARY SCHOOL
500133422,KZN,MTSHAKELA SECONDARY SCHOOL
500133459,KZN,MTUBATUBA HIGH SCHOOL
500134902,KZN,MUTHIDLWE PRIMARY SCHOOL
500135753,KZN,MZIKI PRIMARY SCHOOL
500137862,KZN,MZINYENI PRIMARY SCHOOL
500140008,KZN,NCWABAKAZI PRIMARY SCHOOL
500143190,KZN,NDAMKANE HIGH SCHOOL
500146335,KZN,NETHEZEKA PRIMARY SCHOOL
500150479,KZN,NGAZINI SECONDARY SCHOOL
500152588,KZN,NGEBEZA SECONDARY SCHOOL 
500152736,KZN,NKANGALA PRIMARY SCHOOL
500152847,KZN,NKIWANENI PRIMARY SCHOOL
500156177,KZN,NONDUMISO HIGH SCHOOL
500158175,KZN,NSONGWENI PRIMARY SCHOOL
500163503,KZN,NTABAYENGWE PRIMARY SCHOOL
500163725,KZN,NTAMINEMIDWA HIGH SCHOOL
500164280,KZN,NTOKOZWENI PRIMARY SCHOOL ()
500499093,KZN,NTULABAKAYISE SECONDARY SCHOOL
500168017,KZN,NYATHINI PRIMARY SCHOOL
500495430,KZN,OPHANSI PRIMARY SCHOOL
500170422,KZN,OPHONDWENI PRIMARY SCHOOL
500171828,KZN,OSHABENI PRIMARY SCHOOL
500173197,KZN,OTHOBOTHINI PRIMARY SCHOOL
500493765,KZN,PHOHLO PRIMARY SCHOOL
500444629,KZN,PHUMLANI SECONDARY SCHOOL ()
500304917,KZN,PHUNGAZA HIGH SCHOOL
500175454,KZN,QALINDLELA PRIMARY SCHOOL 
500179302,KZN,QUNWANE PRIMARY SCHOOL
500180375,KZN,SAMBANE PRIMARY SCHOOL
500183446,KZN,SHANGE PRIMARY SCHOOL
500442113,KZN,SHAYINA HIGH SCHOOL
500191031,KZN,SHEMULA PRIMARY SCHOOL
500191364,KZN,SIQAKATHA PRIMARY SCHOOL
500192696,KZN,SIYAKHULA SECONDARY SCHOOL
500496799,KZN,SIZWAYINKOSI PRIMARY SCHOOL
500193880,KZN,SODWANA BAY PRIMARY SCHOOL
500194176,KZN,SOMFULA HIGH SCHOOL
500195471,KZN,SONTO ZIKHALI PRIMARY SCHOOL
500197025,KZN,SOVANE PRIMARY SCHOOL
500198394,KZN,STAR OF THE SEA PRIMARY SCHOOL
500202464,KZN,THEMBAMANDLA PRIMARY SCHOOL
500203019,KZN,THONGWANA HIGH SCHOOL
500204573,KZN,TSHANENI PRIMARY SCHOOL
500204943,KZN,UPHANDE PRIMARY SCHOOL
500206127,KZN,VEZUKUSA PRIMARY SCHOOL
500441928,KZN,VUKANI -BANTWANA SECONDARY SCHOOL
500207607,KZN,ZAMAZAMA PRIMARY SCHOOL
500208680,KZN,ZIMELE SECONDARY SCHOOL
500209383,KZN,ADAMS SENIOR PRIMARY SCHOOL
500209827,KZN,ADDINGTON PRIMARY SCHOOL
500210604,KZN,AFRICAN VISION SECONDARY SCHOOL
500211640,KZN,AMANZIMTOTI HIGH SCHOOL
500212491,KZN,AMANZIMTOTI PRIMARY SCHOOL
500213638,KZN,ANJUMAN ISLAM PRIMARY SCHOOL
500211680,KZN,ATHLONE PARK PRIMARY SCHOOL
500216857,KZN,AVOCA PRIMARY SCHOOL
500218374,KZN,AVOCA SECONDARY SCHOOL
500307842,KZN,BADELILE PRIMARY SCHOOL
500219854,KZN,BECHET HIGH SCHOOL
500443556,KZN,BEREA PRIMARY SCHOOL ()
500220890,KZN,BHEKULWANDLE PRIMARY SCHOOL
500222000,KZN,BUYANI PRIMARY SCHOOL ()
500222296,KZN,CARRINGTON HEIGHTS PRIMARY SCHOOL
500223924,KZN,CARRINGTON PRIMARY SCHOOL
500224590,KZN,CENTENARY SECONDARY SCHOOL
500495874,KZN,CHARLES SABELO HIGH SCHOOL
500227476,KZN,CHESTERVILLE SECONDARY SCHOOL
500227809,KZN,CLAIRWOOD SECONDARY SCHOOL
500231620,KZN,CLARENCE PRIMARY SCHOOL
500231953,KZN,CLIFTON SCHOOL
500235357,KZN,COLUMBIA PRIMARY SCHOOL
500238391,KZN,CURRO EMBURY SCHOOL
500239020,KZN,CWEBEZELA SENIOR PRIMARY SCHOOL 
500239205,KZN,DANVILLE PARK GIRLS' HIGH SCHOOL
500241067,KZN,DR NEMBULA HIGH SCHOOL
500495356,KZN,DUFFS ROAD PRIMARY SCHOOL
500241721,KZN,DURBAN NORTH PRIMARY SCHOOL
500244163,KZN,Durban Preparatory High School
500244274,KZN,DURBAN PRIMARY SCHOOL
500244755,KZN,DUZE PRIMARY SCHOOL
